,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize
1006,Feb,3,Thursday,Pontiac,Urban,Monday,Feb,4,Male,Married,48.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1334,2,700,1.0,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,5594.28005094833
1007,Aug,2,Thursday,Pontiac,Urban,Friday,Aug,2,Male,Married,31.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1335,15,400,1.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,9395.73000012698
1008,Aug,5,Tuesday,Chevrolet,Urban,Wednesday,Sep,1,Male,Married,49.0,Third Party,Sedan - All Perils,Sedan,more than 69000,0,1336,2,400,2.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,63660.5001628602
1009,Aug,3,Friday,Pontiac,Rural,Friday,Aug,3,Female,Married,34.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1337,13,400,2.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,4665.09616424944
1010,Oct,1,Monday,Pontiac,Urban,Monday,Oct,1,Male,Married,42.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1338,8,400,1.0,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,4568.84673563104
1011,Feb,3,Thursday,Honda,Urban,Friday,Feb,3,Male,Single,29.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,1339,16,400,3.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,4438.62572915946
1012,Nov,5,Tuesday,Toyota,Urban,Tuesday,Nov,5,Male,Married,35.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1340,14,400,1.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,55591.4057116878
1013,Sep,3,Saturday,Toyota,Urban,Tuesday,Oct,1,Male,Married,40.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1342,1,400,2.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1115.45971431494
1014,Aug,3,Saturday,Pontiac,Urban,Monday,Aug,4,Male,Married,37.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1343,1,400,1.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,1172.57935806768
1015,Apr,4,Thursday,Honda,Urban,Thursday,May,1,Male,Married,36.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1345,1,400,2.0,1 to 7,15 to 30,none,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils,7741.03028290322
1016,Apr,4,Tuesday,Honda,Urban,Tuesday,May,1,Male,Married,49.0,Third Party,Sport - Collision,Sport,more than 69000,0,1346,4,400,2.0,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,58160.6575076251
1017,Apr,4,Wednesday,Chevrolet,Urban,Thursday,Apr,4,Male,Married,56.0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,1347,2,400,3.0,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision,80258.1585794787
1018,Dec,4,Monday,Mazda,Urban,Tuesday,Dec,4,Female,Single,26.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1349,15,400,3.0,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,5588.83729620087
1019,Dec,4,Thursday,Mercury,Urban,Thursday,Dec,4,Male,Married,53.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1350,15,400,1.0,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,14884.6603081315
1020,Dec,4,Wednesday,Chevrolet,Urban,Thursday,Dec,4,Male,Married,50.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1351,15,400,2.0,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,4215.68011295668
1021,Dec,2,Saturday,Chevrolet,Urban,Wednesday,Dec,3,Female,Married,32.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,1352,15,400,4.0,more than 30,more than 30,2 to 4,3 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,41177.6858759403
1022,Nov,5,Tuesday,Pontiac,Urban,Thursday,Dec,5,Male,Single,33.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1353,9,400,3.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,8218.93085101383
1023,Nov,2,Saturday,Honda,Urban,Monday,Nov,3,Male,Married,43.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,1354,2,400,2.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1994,All Perils,5860.21431195397
1024,Oct,1,Wednesday,Toyota,Urban,Tuesday,Oct,2,Female,Single,37.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1355,14,400,1.0,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,4920.75528844746
1025,Sep,4,Monday,Toyota,Urban,Tuesday,Sep,4,Male,Single,33.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1356,16,400,3.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,9588.19655420196
1026,Sep,3,Sunday,Toyota,Urban,Tuesday,Sep,3,Female,Married,49.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,1357,13,400,3.0,more than 30,more than 30,none,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils,892.507601214507
1027,Sep,3,Thursday,Toyota,Urban,Monday,Oct,1,Male,Single,28.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1359,5,400,3.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,594.266465787632
1028,Sep,2,Tuesday,Honda,Urban,Tuesday,Sep,2,Female,Single,30.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1360,6,400,3.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,504.579779090212
1029,Sep,1,Monday,Chevrolet,Urban,Monday,Sep,1,Female,Single,28.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1361,5,400,3.0,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,34906.1383460755
1030,Aug,1,Friday,Mazda,Urban,Tuesday,Aug,3,Male,Married,49.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1362,15,400,4.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,837.507571501557
1031,Jul,4,Saturday,Honda,Urban,Thursday,Aug,2,Male,Married,39.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1364,10,400,1.0,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,6743.78156603176
1032,Jun,4,Thursday,Honda,Urban,Tuesday,Jul,1,Male,Married,32.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1366,11,400,1.0,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,1 year,2 vehicles,1994,Collision,7506.63480572009
1033,Feb,3,Friday,Mazda,Urban,Friday,Feb,3,Male,Married,38.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1367,14,400,1.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,3762.13326039539
1034,Aug,1,Thursday,Pontiac,Urban,Tuesday,Sep,2,Female,Married,36.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1371,5,400,1.0,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,54745.6347425206
1035,Jul,4,Thursday,Pontiac,Urban,Friday,Aug,1,Male,Married,35.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1372,9,400,1.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,3654.53473450433
1036,May,1,Tuesday,Pontiac,Urban,Wednesday,May,1,Male,Married,37.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1373,6,400,3.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,9009.32640337621
1037,Apr,5,Sunday,Toyota,Urban,Thursday,May,1,Male,Married,47.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1375,11,400,4.0,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,none,no change,1 vehicle,1994,Liability,23392.6420213654
1038,Apr,4,Friday,Toyota,Urban,Wednesday,Jul,1,Male,Single,49.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1376,15,400,2.0,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,87808.1068983621
1039,Apr,3,Sunday,Pontiac,Urban,Friday,Apr,4,Male,Married,63.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1377,9,400,2.0,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,9774.24118191384
1040,Nov,1,Friday,Honda,Urban,Thursday,Nov,3,Male,Married,51.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1378,16,500,3.0,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils,4441.39369526085
1041,Oct,5,Sunday,Honda,Urban,Wednesday,Nov,1,Male,Married,32.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1379,8,400,4.0,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,3155.46086871667
1042,Oct,4,Wednesday,Toyota,Urban,Saturday,Nov,1,Male,Married,45.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1380,16,400,1.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,5825.53104661916
1043,Oct,2,Monday,Pontiac,Urban,Monday,Oct,2,Male,Single,30.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1381,14,400,2.0,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,78989.1114432641
1044,Sep,2,Sunday,Toyota,Urban,Wednesday,Sep,3,Male,Single,22.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1382,3,400,4.0,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,4081.7360396841
1045,Sep,2,Monday,Mazda,Urban,Tuesday,Sep,2,Male,Married,53.0,Policy Holder,Sport - Collision,Sport,more than 69000,0,1383,14,400,1.0,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision,73450.6398447983
1046,Aug,2,Friday,Chevrolet,Rural,Thursday,Aug,4,Male,Married,28.0,Third Party,Utility - All Perils,Utility,more than 69000,0,1384,1,400,3.0,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,69841.7623783444
1047,Aug,2,Tuesday,Honda,Urban,Wednesday,Aug,2,Male,Married,33.0,Policy Holder,Sport - Collision,Sport,more than 69000,0,1385,3,400,4.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,94228.6944916625
1048,Jul,2,Friday,Honda,Urban,Friday,Jul,4,Male,Single,28.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1386,14,400,4.0,more than 30,more than 30,none,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,1284.11272091979
1049,Jun,2,Thursday,Toyota,Urban,Wednesday,Jun,4,Male,Married,49.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1388,11,400,2.0,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,77816.5911049613
1050,May,2,Monday,Mazda,Urban,Tuesday,May,3,Female,Married,36.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1391,6,400,3.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,33666.4425455928
1051,May,2,Monday,Ford,Urban,Tuesday,Jul,3,Male,Married,43.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1392,12,400,3.0,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability,16850.8760603904
1052,Apr,5,Saturday,Pontiac,Urban,Monday,May,2,Male,Single,24.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1393,2,400,3.0,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,All Perils,623.616683217525
1053,Apr,4,Tuesday,Toyota,Urban,Sunday,May,1,Male,Married,32.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1394,10,400,2.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,3835.67321092023
1054,Feb,3,Saturday,Toyota,Rural,Friday,Apr,1,Male,Married,65.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,1395,9,400,3.0,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,3 to 4,1994,Collision,1168.08755139674
1055,Dec,3,Saturday,Honda,Urban,Monday,Dec,3,Male,Married,60.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1396,14,700,1.0,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,3415.59706560508
1056,Mar,1,Thursday,Toyota,Urban,Monday,Mar,3,Male,Married,27.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1398,14,400,3.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,2231.58830362606
1057,Jan,4,Thursday,Toyota,Urban,Tuesday,Jan,5,Male,Single,18.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1400,5,400,3.0,more than 30,more than 30,2 to 4,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1994,Liability,9289.26048773494
1058,Dec,5,Friday,VW,Urban,Monday,Jan,1,Male,Single,34.0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,1401,6,400,2.0,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,61816.78511403
1059,Dec,3,Saturday,Mazda,Urban,Monday,Dec,3,Female,Single,32.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,1404,2,400,3.0,more than 30,more than 30,none,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,3102.62126548309
1060,Dec,3,Monday,Pontiac,Urban,Tuesday,Dec,3,Female,Single,55.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1405,8,400,1.0,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,2801.7805989465
1061,Dec,4,Friday,Honda,Urban,Thursday,Dec,5,Female,Single,41.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,1406,14,400,3.0,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,5835.40281126784
1062,Dec,4,Thursday,Honda,Urban,Friday,Dec,4,Male,Married,56.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1407,1,400,4.0,more than 30,more than 30,1,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,6560.45717348057
1063,Dec,4,Saturday,Honda,Urban,Tuesday,Dec,4,Male,Married,37.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1408,16,400,1.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision,52821.2166148395
1064,Sep,4,Friday,Toyota,Urban,Monday,Sep,4,Female,Single,31.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1410,1,400,4.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,3131.34928752774
1065,Mar,4,Wednesday,Mazda,Urban,Monday,Mar,5,Female,Single,31.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1411,9,400,3.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,9242.11469827442
1066,Jan,2,Monday,Pontiac,Urban,Monday,Jan,2,Female,Single,61.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1413,3,400,3.0,more than 30,more than 30,1,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision,8047.08638336309
1067,Jan,1,Thursday,Mazda,Urban,Tuesday,Jan,2,Male,Married,36.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,1415,11,400,2.0,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,52880.4423964799
1068,Jan,1,Thursday,Chevrolet,Urban,Wednesday,Jan,2,Male,Single,33.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1416,5,400,1.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1208.60546937137
1069,Feb,3,Saturday,Pontiac,Urban,Wednesday,Mar,1,Female,Single,32.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,1419,16,400,3.0,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,4468.46091566021
1070,May,1,Tuesday,Honda,Urban,Friday,May,4,Male,Single,0.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1420,7,400,2.0,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils,53613.8582383993
1071,May,1,Tuesday,Chevrolet,Urban,Tuesday,May,1,Male,Married,42.0,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,1421,1,400,2.0,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,51319.5296090154
1072,Feb,3,Saturday,Chevrolet,Urban,Monday,Feb,4,Male,Single,31.0,Third Party,Sedan - All Perils,Sedan,more than 69000,0,1422,3,400,4.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,55538.4733157717
1073,May,3,Sunday,Honda,Urban,Tuesday,May,3,Male,Single,26.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1423,8,400,4.0,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,1462.85652154438
1074,Jun,3,Thursday,Toyota,Urban,Wednesday,Jun,4,Male,Married,33.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1424,5,400,4.0,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,2210.44813626231
1075,Jul,2,Saturday,Pontiac,Rural,Monday,Jul,2,Male,Married,63.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,1426,2,400,1.0,more than 30,more than 30,1,more than 7,51 to 65,Yes,No,External,none,no change,1 vehicle,1994,All Perils,4413.58077031263
1076,Feb,3,Sunday,Toyota,Urban,Wednesday,Mar,1,Male,Married,30.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,1427,9,700,3.0,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,5147.14599161535
1077,Feb,3,Sunday,Toyota,Urban,Friday,Mar,3,Male,Single,31.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,1429,10,500,2.0,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,2 to 3 years,2 vehicles,1994,All Perils,6709.61087977116
1078,Oct,3,Monday,Ford,Rural,Tuesday,Oct,3,Male,Married,47.0,Third Party,Sedan - All Perils,Sedan,40000 to 59000,0,1430,14,400,1.0,more than 30,more than 30,none,more than 7,41 to 50,No,Yes,External,more than 5,no change,1 vehicle,1994,All Perils,8093.45421263537
1079,Nov,2,Tuesday,Honda,Urban,Wednesday,Nov,2,Male,Married,35.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1431,9,400,1.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,72923.4554873454
1080,Nov,2,Monday,Honda,Urban,Wednesday,Nov,2,Male,Single,16.0,Third Party,Sport - Collision,Sport,more than 69000,0,1432,15,400,2.0,more than 30,more than 30,1,2 years,18 to 20,No,Yes,External,none,no change,1 vehicle,1994,Collision,71329.9497857664
1081,Jul,4,Thursday,Pontiac,Urban,Thursday,Jul,4,Male,Married,33.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,1434,5,400,2.0,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,6223.12811539931
1082,Oct,4,Saturday,Chevrolet,Urban,Tuesday,Oct,5,Male,Married,43.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1435,8,400,3.0,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,6936.14205264731
1083,Dec,5,Thursday,Honda,Urban,Thursday,Dec,5,Female,Married,39.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1436,5,400,4.0,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,3 to 4,1994,Liability,5804.29831912092
1084,Jan,1,Sunday,Honda,Urban,Wednesday,Jan,1,Female,Married,34.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1438,10,400,1.0,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,9882.75301513421
1085,Jul,1,Tuesday,Accura,Urban,Thursday,Jul,2,Male,Married,60.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,1439,10,400,3.0,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,50451.7042216544
